conference,award_year,work_id,work_title,author_id,author_name,author_position,cited_by_count
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128130007,M. Spanring,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128134604,D. Spitzbart,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128213105,A. Taurok,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128194795,W. Waltenberger,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128158634,J. Wittmann,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128175187,C. -E Wulz,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128209280,M. Zarucki,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128148741,V. Chekhovsky,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128172767,V. Mossolov,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128186927,J. Palacios González,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128138427,E. A. Wolf,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128158008,A.,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128138846,D. Di Croce,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128208719,X. Janssen,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128151112,J. Lauwers,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128145708,M. Pieters,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128134950,M. Klundert,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128149472,H. Haevermaet,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128206957,P. Mechelen,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128151748,Van,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128133382,N. Remortel,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128166113,S. Abu Zeid,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128164422,F. Blekman,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128162839,J. D Hondt,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128180114,De,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128157516,I. Bruyn,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128141944,J. Clercq,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128149615,K. Deroover,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128215139,G. Flouris,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128179708,D. Lontkovskyi,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128142294,S. Lowette,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128173494,I. Marchesini,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128206909,S. Moortgat,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128158221,L. Moreels,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128212226,Q. Python,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128215296,K. Skovpen,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128147514,S. Tavernier,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128151748,Van,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128178404,W. Doninck,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128170014,P. Mulders,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128183322,I. Parijs,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128157877,D. Beghin,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128174947,B. Bilin,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128196895,H. Brun,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128206898,B. Clerbaux,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128140218,G. Lentdecker,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128156187,H. Delannoy,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128149208,B. Dorney,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128143450,G. Fasanella,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128208348,L. Favart,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128170149,R. Goldouzian,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128156407,A. Grebenyuk,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128213645,A. K. Kalsi,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128213152,T. Lenzi,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128173477,J. Luetic,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128205573,N. Postiau,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128128396,E. Starling,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128201779,L. Thomas,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128134755,Vander,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128212390,C. Vander Velde,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128193881,P. Vanlaer,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128213363,D. Vannerom,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128189857,Q. Edward Wang,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128161613,T. Cornelis,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128214243,D. Dobur,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128175347,A. Fagot,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128140604,M. Gul,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128191455,I. Khvastunov,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128210936,Poyraz,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128216614,D.,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128209683,C. Roskas,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128177774,D. Trocino,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128198860,M. Tytgat,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128149489,W. Verbeke,middle,0
INFOCOM,2018,W7133748491,Study of the underlying event in top quark pair production in pp collisions at 13 TeV,A5128149909,B. Vermassen,middle,0
INFOCOM,2018,W3128934613,Sine-dram ve arki-dramın eleştirisi: Dziga Vertov ve Rem Koolhaas,A5065543469,Mustafa Batu Kepekcioğlu,first,0
KDD,2008,W2400200440,"""The best and worst week of my life"": a surgeon at war.",A5089095204,Karen Stein,first,2
KDD,2008,W140337353,"""Blowing open the bottleneck"" in Oklahoma.",A5048534333,Geraldine C. Ellison,first,2
KDD,2012,W2398994894,"""Expand HCA role to focus on older people's rehabilitation"".",A5070557649,Liz Lees,first,0
KDD,2012,W2398994894,"""Expand HCA role to focus on older people's rehabilitation"".",A5036847520,Ciara Dowling,last,0
KDD,2012,W2413948135,"""If the cap fits: does nursing need to rebrand its image""?",A5016372005,Stephen Riddell,first,0
KDD,2012,W2410739094,"""If data isn't used, it just takes nurses away from the bedside"".",A5087260448,Julie Vuolo,first,0
KDD,2018,W2799005286,"$C^1$ mappings in $\mathbb{R}^5$ with $\mathrm{rank}\, Df\leq 3$ cannot be uniformly approximated by $C^2$ mappings with $\mathrm{rank}\, Df\leq 3$",A5005431760,Paweł Goldstein,first,0
KDD,2018,W2799005286,"$C^1$ mappings in $\mathbb{R}^5$ with $\mathrm{rank}\, Df\leq 3$ cannot be uniformly approximated by $C^2$ mappings with $\mathrm{rank}\, Df\leq 3$",A5088577458,Piotr Hajłasz,last,0
KDD,2018,W2786812595,$q$-Analouges of two Ramanujan-type forumlas for $1/\pi$,A5101428909,Victor J. W. Guo,first,0
KDD,2018,W2786812595,$q$-Analouges of two Ramanujan-type forumlas for $1/\pi$,A5101869045,Ji-Cai Liu,last,0
KDD,2018,W2884051263,(Probably) Concave Graph Matching,A5050312737,Haggai Maron,first,11
KDD,2018,W2884051263,(Probably) Concave Graph Matching,A5039995559,Yaron Lipman,last,11
MOBICOM,2011,W2058093277,Comments on inconsistencies in a recent handbook theory chapter,A5057993554,Richard G. Forbes,first,0
MOBICOM,2011,W2283836468,A Size That Fits All for the Science-and-Technology Pipeline,A5000469305,Hal Salzman,first,0
MOBICOM,2011,W2283836468,A Size That Fits All for the Science-and-Technology Pipeline,A5078135607,B. Lindsay Lowell,last,0
MOBICOM,2011,W2737049288,Article 16 of UCP 600: The Time frame for Returning Rejected Documents and Consequences of it Breach,A5058165189,Eoi Adodo,first,0
MOBICOM,2014,W2591053689,A Multimodule Total Synthesis of Neuroprotective Palmyrolide A,A5018641849,Wei‐Min Dai,first,0
MOBICOM,2014,W2588266354,A Circular Sound Change in South Min,A5059658260,Qing Lin,first,0
MOBICOM,2014,W2587973493,A Performance Enhanced Room-Temperature Gas sensor with CMOS-Compatible Process,A5059772905,Xiaofang Pan,first,0
MOBICOM,2014,W2587973493,A Performance Enhanced Room-Temperature Gas sensor with CMOS-Compatible Process,A5043012225,Amine Bermak,middle,0
MOBICOM,2014,W2587973493,A Performance Enhanced Room-Temperature Gas sensor with CMOS-Compatible Process,A5061509885,Zhiyong Fan,last,0
MOBICOM,2015,W2267380717,A Low-Cost Wi-Fi-Based Solution for Measuring Human Queues,A5102932665,Yan Wang,first,2
MOBICOM,2015,W2267380717,A Low-Cost Wi-Fi-Based Solution for Measuring Human Queues,A5100394750,Yingying Chen,middle,2
MOBICOM,2015,W2267380717,A Low-Cost Wi-Fi-Based Solution for Measuring Human Queues,A5068383847,Jie Yang,middle,2
MOBICOM,2015,W2267380717,A Low-Cost Wi-Fi-Based Solution for Measuring Human Queues,A5080148990,Hongbo Liul,middle,2
MOBICOM,2015,W2267380717,A Low-Cost Wi-Fi-Based Solution for Measuring Human Queues,A5078160983,Marco Gruteser,middle,2
MOBICOM,2015,W2267380717,A Low-Cost Wi-Fi-Based Solution for Measuring Human Queues,A5067817607,Richard P. Martin,last,2
MOBICOM,2015,W4240916167,Session details: Education,A5012819177,Nilanjan Banerjee,first,0
MOBICOM,2015,W4240916167,Session details: Education,A5040999439,Sami Rollins,last,0
MOBICOM,2015,W4246852697,Session details: Education,A5040999439,Sami Rollins,first,0
MOBICOM,2015,W4246852697,Session details: Education,A5012819177,Nilanjan Banerjee,last,0
MOBICOM,2018,W2803664277,Security Requirement and Standards for 4G and 5G Wireless Systems,A5035819194,Dongfeng Fang,first,12
MOBICOM,2018,W2803664277,Security Requirement and Standards for 4G and 5G Wireless Systems,A5073527013,Yi Qian,middle,12
MOBICOM,2018,W2803664277,Security Requirement and Standards for 4G and 5G Wireless Systems,A5057118326,Rose Qingyang Hu,last,12
MOBICOM,2018,W2792687044,2017 SIGMOBILE Outstanding Contributions Award,A5072109473,Ashutosh Sabharwal,first,0
MOBICOM,2018,W2803172334,Backscatter as a Covert Channel in Mobile Devices,A5035951638,Zhice Yang,first,10
MOBICOM,2018,W2803172334,Backscatter as a Covert Channel in Mobile Devices,A5025353659,Qianyi Huang,middle,10
MOBICOM,2018,W2803172334,Backscatter as a Covert Channel in Mobile Devices,A5114378267,Qian Zhang,last,10
NSDI,2008,W89431112,Consensus Routing: The Internet as a Distributed System. (Best Paper),A5065718043,John P. John,first,5
NSDI,2008,W89431112,Consensus Routing: The Internet as a Distributed System. (Best Paper),A5045165255,Ethan Katz-Bassett,middle,5
NSDI,2008,W89431112,Consensus Routing: The Internet as a Distributed System. (Best Paper),A5101497042,Arvind Krishnamurthy,middle,5
NSDI,2008,W89431112,Consensus Routing: The Internet as a Distributed System. (Best Paper),A5087154420,Thomas E. Anderson,middle,5
NSDI,2008,W89431112,Consensus Routing: The Internet as a Distributed System. (Best Paper),A5041595201,Arun Venkataramani,last,5
NSDI,2008,W2513617758,DieCast: Testing Systems with an Accurate Scale Model,A5052836807,Diwaker Gupta,first,0
NSDI,2008,W2513617758,DieCast: Testing Systems with an Accurate Scale Model,A5031617521,Kashi Venkatesh Vishwanath,middle,0
NSDI,2008,W2513617758,DieCast: Testing Systems with an Accurate Scale Model,A5050245571,Amin Vahdat,last,0
NSDI,2008,W3135276475,Xen and the Art of Virtualization Revisited,A5071356177,Ian Pratt,first,0
NSDI,2016,W2516876698,A QUARTER CENTURY of User-Centered Design Engineering Project Classes with Multi-Disciplinary Teams,A5024012980,Daniel P. Siewiorek,first,2
NSDI,2016,W2516876698,A QUARTER CENTURY of User-Centered Design Engineering Project Classes with Multi-Disciplinary Teams,A5043560713,Asim﻿ Smailagic,last,2
NSDI,2016,W3136917589,Session details: Experimental Methods,A5021879561,Khai N. Truong,first,0
NSDI,2016,W2516324830,Battery-Free Connected Machine Vision with WISPCam,A5024685984,Saman Naderiparizi,first,14
NSDI,2016,W2516324830,Battery-Free Connected Machine Vision with WISPCam,A5017319081,Zerina Kapetanovic,middle,14
NSDI,2016,W2516324830,Battery-Free Connected Machine Vision with WISPCam,A5019043770,Joshua R. Smith,last,14
NeurIPS,2014,W2109435591,Impact of adding a limitations section to abstracts of systematic reviews on readers’ interpretation: a randomized controlled trial,A5074916914,Amélie Yavchitz,first,12
NeurIPS,2014,W2109435591,Impact of adding a limitations section to abstracts of systematic reviews on readers’ interpretation: a randomized controlled trial,A5050180409,Philippe Ravaud,middle,12
NeurIPS,2014,W2109435591,Impact of adding a limitations section to abstracts of systematic reviews on readers’ interpretation: a randomized controlled trial,A5049975458,Sally Hopewell,middle,12
NeurIPS,2014,W2109435591,Impact of adding a limitations section to abstracts of systematic reviews on readers’ interpretation: a randomized controlled trial,A5034097548,Gabriel Baron,middle,12
NeurIPS,2014,W2109435591,Impact of adding a limitations section to abstracts of systematic reviews on readers’ interpretation: a randomized controlled trial,A5065028933,Isabelle Boutron,last,12
NeurIPS,2014,W1928395014,Comparative efficiency research (COMER): meta-analysis of cost-effectiveness studies,A5069697084,Carlos Crespo,first,62
NeurIPS,2014,W1928395014,Comparative efficiency research (COMER): meta-analysis of cost-effectiveness studies,A5031727797,Toni Monleón-Getino,middle,62
NeurIPS,2014,W1928395014,Comparative efficiency research (COMER): meta-analysis of cost-effectiveness studies,A5002111312,Walter Díaz,middle,62
NeurIPS,2014,W1928395014,Comparative efficiency research (COMER): meta-analysis of cost-effectiveness studies,A5005589342,Pilar Martín-Ríos,last,62
NeurIPS,2014,W1971627635,Comparison of robustness to outliers between robust poisson models and log-binomial models when estimating relative risks for common binary outcomes: a simulation study,A5009114007,Wansu Chen,first,143
NeurIPS,2014,W1971627635,Comparison of robustness to outliers between robust poisson models and log-binomial models when estimating relative risks for common binary outcomes: a simulation study,A5053770947,Jiaxiao Shi,middle,143
NeurIPS,2014,W1971627635,Comparison of robustness to outliers between robust poisson models and log-binomial models when estimating relative risks for common binary outcomes: a simulation study,A5068600661,Lei Qian,middle,143
NeurIPS,2014,W1971627635,Comparison of robustness to outliers between robust poisson models and log-binomial models when estimating relative risks for common binary outcomes: a simulation study,A5110083108,Stanley P. Azen,last,143
NeurIPS,2015,W2195678348,Local causal discovery of direct causes and effects,A5101590044,Tian Gao,first,32
NeurIPS,2015,W2195678348,Local causal discovery of direct causes and effects,A5076346273,Qiang Ji,last,32
NeurIPS,2015,W2184196663,Finite-time analysis of projected Langevin Monte Carlo,A5021842384,Sébastien Bubeck,first,17
NeurIPS,2015,W2184196663,Finite-time analysis of projected Langevin Monte Carlo,A5011758954,Ronen Eldan,middle,17
NeurIPS,2015,W2184196663,Finite-time analysis of projected Langevin Monte Carlo,A5067369217,Joseph Lehec,last,17
NeurIPS,2015,W2191938486,Basis refinement strategies for linear value function approximation in MDPs,A5089433655,Gheorghe Comanici,first,5
NeurIPS,2015,W2191938486,Basis refinement strategies for linear value function approximation in MDPs,A5065836447,Doina Precup,middle,5
NeurIPS,2015,W2191938486,Basis refinement strategies for linear value function approximation in MDPs,A5068822568,Prakash Panangaden,last,5
NeurIPS,2017,W2752988282,Cross-Spectral Factor Analysis,A5008153411,Neil M. Gallagher,first,15
NeurIPS,2017,W2752988282,Cross-Spectral Factor Analysis,A5048497384,Kyle Ulrich,middle,15
NeurIPS,2017,W2752988282,Cross-Spectral Factor Analysis,A5054506277,Austin Talbot,middle,15
NeurIPS,2017,W2752988282,Cross-Spectral Factor Analysis,A5068897889,Kafui Dzirasa,middle,15
NeurIPS,2017,W2752988282,Cross-Spectral Factor Analysis,A5016448581,Lawrence Carin,middle,15
NeurIPS,2017,W2752988282,Cross-Spectral Factor Analysis,A5052576907,David Carlson,last,15
NeurIPS,2017,W2773809710,A Semantic Loss Function for Deep Learning Under Weak Supervision,A5100610905,Jingyi Xu,first,1
NeurIPS,2017,W2773809710,A Semantic Loss Function for Deep Learning Under Weak Supervision,A5100735230,Zilu Zhang,middle,1
NeurIPS,2017,W2773809710,A Semantic Loss Function for Deep Learning Under Weak Supervision,A5112426575,Tal Friedman,middle,1
NeurIPS,2017,W2773809710,A Semantic Loss Function for Deep Learning Under Weak Supervision,A5112110952,Yitao Liang,middle,1
NeurIPS,2017,W2773809710,A Semantic Loss Function for Deep Learning Under Weak Supervision,A5009539513,Guy Van den Broeck,last,1
NeurIPS,2017,W2753686090,DropoutNet: Addressing Cold Start in Recommender Systems,A5027341076,Maksims Volkovs,first,154
NeurIPS,2017,W2753686090,DropoutNet: Addressing Cold Start in Recommender Systems,A5082163396,Guang Yu,middle,154
NeurIPS,2017,W2753686090,DropoutNet: Addressing Cold Start in Recommender Systems,A5066621096,Tomi Poutanen,last,154
NeurIPS,2018,W2963547465,2Sranking-cnn: A 2-stage ranking-CNN for diagnosis of glaucoma from fundus images using CAM-extracted ROI as an intermediate input,A5046171235,Tae Joon Jun,first,3
NeurIPS,2018,W2963547465,2Sranking-cnn: A 2-stage ranking-CNN for diagnosis of glaucoma from fundus images using CAM-extracted ROI as an intermediate input,A5004507358,Do‐Hyeun Kim,middle,3
NeurIPS,2018,W2963547465,2Sranking-cnn: A 2-stage ranking-CNN for diagnosis of glaucoma from fundus images using CAM-extracted ROI as an intermediate input,A5100636362,Hoang Minh Nguyen,middle,3
NeurIPS,2018,W2963547465,2Sranking-cnn: A 2-stage ranking-CNN for diagnosis of glaucoma from fundus images using CAM-extracted ROI as an intermediate input,A5100412739,Daeyoung Kim,middle,3
NeurIPS,2018,W2963547465,2Sranking-cnn: A 2-stage ranking-CNN for diagnosis of glaucoma from fundus images using CAM-extracted ROI as an intermediate input,A5054055304,Youngsub Eom,last,3
NeurIPS,2018,W3172862165,$η$ Carinae: particle acceleration and multi-messenger aspects,A5004825611,R. Walter,first,0
NeurIPS,2018,W3172862165,$η$ Carinae: particle acceleration and multi-messenger aspects,A5003963139,Matteo Balbo,last,0
NeurIPS,2018,W2964118058,$\alpha$-Ball divergence and its applications to change-point problems for Banach-valued sequences,A5100636429,Qiang Zhang,first,0
NeurIPS,2018,W2964118058,$\alpha$-Ball divergence and its applications to change-point problems for Banach-valued sequences,A5103139816,Wenliang Pan,middle,0
NeurIPS,2018,W2964118058,$\alpha$-Ball divergence and its applications to change-point problems for Banach-valued sequences,A5100771782,Xin Chen,middle,0
NeurIPS,2018,W2964118058,$\alpha$-Ball divergence and its applications to change-point problems for Banach-valued sequences,A5100329548,Xueqin Wang,last,0
OSDI,2004,W2040156347,Stateful distributed interposition,A5087879595,John Reumann,first,16
OSDI,2004,W2040156347,Stateful distributed interposition,A5053541912,Kang G. Shin,last,16
OSDI,2004,W2056026474,Parallel program performance prediction using deterministic task graph analysis,A5059017058,Vikram Adve,first,73
OSDI,2004,W2056026474,Parallel program performance prediction using deterministic task graph analysis,A5108601424,Mary K. Vernon,last,73
OSDI,2004,W1977525878,Cluster communication protocols for parallel-programming systems,A5055497304,Kees Verstoep,first,15
OSDI,2004,W1977525878,Cluster communication protocols for parallel-programming systems,A5047069715,R.A.F. Bhoedjang,middle,15
OSDI,2004,W1977525878,Cluster communication protocols for parallel-programming systems,A5054950513,Tim Rühl,middle,15
OSDI,2004,W1977525878,Cluster communication protocols for parallel-programming systems,A5055231636,Henri E. Bal,middle,15
OSDI,2004,W1977525878,Cluster communication protocols for parallel-programming systems,A5029367717,Rutger F. H. Hofman,last,15
OSDI,2006,W1964369900,Energy-aware lossless data compression,A5031715173,Kenneth C. Barr,first,340
OSDI,2006,W1964369900,Energy-aware lossless data compression,A5035134864,Krste Asanović,last,340
OSDI,2006,W2124877509,Using model checking to find serious file system errors,A5101783316,Junfeng Yang,first,304
OSDI,2006,W2124877509,Using model checking to find serious file system errors,A5017775499,Paul Twohey,middle,304
OSDI,2006,W2124877509,Using model checking to find serious file system errors,A5111537551,Dawson Engler,middle,304
OSDI,2006,W2124877509,Using model checking to find serious file system errors,A5040009052,Madanlal Musuvathi,last,304
OSDI,2006,W310700731,Performance analysis of TLS Web servers,A5052755605,Cristian Coarfa,first,38
OSDI,2006,W310700731,Performance analysis of TLS Web servers,A5035918501,Peter Druschel,middle,38
OSDI,2006,W310700731,Performance analysis of TLS Web servers,A5035702159,Dan S. Wallach,last,38
OSDI,2008,W1861377444,Improving MapReduce performance in heterogeneous environments,A5005554337,Matei Zaharia,first,1618
OSDI,2008,W1861377444,Improving MapReduce performance in heterogeneous environments,A5080989652,Andy Konwinski,middle,1618
OSDI,2008,W1861377444,Improving MapReduce performance in heterogeneous environments,A5017381278,Anthony D. Joseph,middle,1618
OSDI,2008,W1861377444,Improving MapReduce performance in heterogeneous environments,A5109560331,Randy H. Katz,middle,1618
OSDI,2008,W1861377444,Improving MapReduce performance in heterogeneous environments,A5041920173,Ion Stoica,last,1618
OSDI,2008,W1233463431,"Lightweight, high-resolution monitoring for troubleshooting production systems",A5058502658,Sapan Bhatia,first,62
OSDI,2008,W1233463431,"Lightweight, high-resolution monitoring for troubleshooting production systems",A5012487013,Abhishek Kumar,middle,62
OSDI,2008,W1233463431,"Lightweight, high-resolution monitoring for troubleshooting production systems",A5035219006,Marc E. Fiuczynski,middle,62
OSDI,2008,W1233463431,"Lightweight, high-resolution monitoring for troubleshooting production systems",A5002436680,Larry Peterson,last,62
OSDI,2008,W1865515598,SQCK: a declarative file system checker,A5085438892,Haryadi S. Gunawi,first,53
OSDI,2008,W1865515598,SQCK: a declarative file system checker,A5043069051,Abhishek Rajimwale,middle,53
OSDI,2008,W1865515598,SQCK: a declarative file system checker,A5015863866,Andrea C. Arpaci-Dusseau,middle,53
OSDI,2008,W1865515598,SQCK: a declarative file system checker,A5035064257,Remzi H. Arpaci-Dusseau,last,53
OSDI,2010,W2293351723,Intrusion recovery using selective re-execution,A5100743709,Taesoo Kim,first,105
OSDI,2010,W2293351723,Intrusion recovery using selective re-execution,A5100442237,Xi Wang,middle,105
OSDI,2010,W2293351723,Intrusion recovery using selective re-execution,A5082808262,Nickolai Zeldovich,middle,105
OSDI,2010,W2293351723,Intrusion recovery using selective re-execution,A5109968020,M. Frans Kaashoek,last,105
OSDI,2010,W1907897959,Trust and protection in the Illinois browser operating system,A5002285642,Shuo Tang,first,84
OSDI,2010,W1907897959,Trust and protection in the Illinois browser operating system,A5025225026,Haohui Mai,middle,84
OSDI,2010,W1907897959,Trust and protection in the Illinois browser operating system,A5112039412,Samuel T. King,last,84
OSDI,2010,W2294395356,Static checking of dynamically-varying security policies in database-backed applications,A5078100439,Adam Chlipala,first,89
OSDI,2016,W2562897376,CLARINET: WAN-aware optimization for analytics queries,A5011509882,Raajay Viswanathan,first,88
OSDI,2016,W2562897376,CLARINET: WAN-aware optimization for analytics queries,A5031071237,Ganesh Ananthanarayanan,middle,88
OSDI,2016,W2562897376,CLARINET: WAN-aware optimization for analytics queries,A5035329776,Aditya Akella,last,88
OSDI,2016,W2527771912,Correlated crash vulnerabilities,A5054877673,Ramnatthan Alagappan,first,32
OSDI,2016,W2527771912,Correlated crash vulnerabilities,A5056000802,Aishwarya Ganesan,middle,32
OSDI,2016,W2527771912,Correlated crash vulnerabilities,A5017661088,Yuvraj Patel,middle,32
OSDI,2016,W2527771912,Correlated crash vulnerabilities,A5023470556,Thanumalayan Sankaranarayana Pillai,middle,32
OSDI,2016,W2527771912,Correlated crash vulnerabilities,A5015863866,Andrea C. Arpaci-Dusseau,middle,32
OSDI,2016,W2527771912,Correlated crash vulnerabilities,A5035064257,Remzi H. Arpaci-Dusseau,last,32
OSDI,2016,W2528415359,Morpheus: towards automated SLOs for enterprise clusters,A5058967466,Sangeetha Abdu Jyothi,first,172
OSDI,2016,W2528415359,Morpheus: towards automated SLOs for enterprise clusters,A5010481434,Carlo Curino,middle,172
