conference,year,title,authors,pages,dblp_row_id,match_score,title_score,year_score,author_overlap,match_status,candidate_rank,openalex_id,openalex_doi,openalex_title,openalex_publication_date,openalex_publication_year,openalex_cited_by_count,openalex_primary_source,openalex_type,openalex_authorships,error
AAAI,2000,A Campus-Wide University Examination Timetabling Application.,Andrew Lim; Ang Juay Chin; Wee-Kit Ho; Wee-Chong Oon,1020-1015,DBLP_0000156,0.98,1.0,1.0,0.75,matched,1.0,https://openalex.org/W199274437,,A Campus-Wide University Examination Timetabling Application,2000-07-30,2000.0,11.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5102741528"", ""display_name"": ""Andrew Lim"", ""orcid"": ""https://orcid.org/0000-0003-0510-8080""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Andrew Lim"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0003-0510-8080"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5077747541"", ""display_name"": ""Ang Juay Chin"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Ang Juay Chin"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5048614570"", ""display_name"": ""Ho Wee Kit"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Ho Wee Kit"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5039263750"", ""display_name"": ""Wee-Chong Oon"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I165932596"", ""display_name"": ""National University of Singapore"", ""ror"": ""https://ror.org/01tgyzw49"", ""country_code"": ""SG"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I165932596""]}], ""countries"": [""SG""], ""is_corresponding"": false, ""raw_author_name"": ""Wee-Chong Oon"", ""raw_affiliation_strings"": [""National University of Singapore""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""National University of Singapore"", ""institution_ids"": [""https://openalex.org/I165932596""]}]}]",
AAAI,2000,An Expert System for Recognition of Facial Actions and their Intensity.,Maja Pantic; Léon J. M. Rothkrantz,1026-1033,DBLP_0000157,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W206235906,,An Expert System for Recognition of Facial Actions and their Intensity,2000-07-30,2000.0,28.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5016033078"", ""display_name"": ""Maja Pantić"", ""orcid"": ""https://orcid.org/0000-0002-3620-5986""}, ""institutions"": [{""id"": ""https://openalex.org/I98358874"", ""display_name"": ""Delft University of Technology"", ""ror"": ""https://ror.org/02e2c7k09"", ""country_code"": ""NL"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I98358874""]}], ""countries"": [""NL""], ""is_corresponding"": false, ""raw_author_name"": ""Maja Pantić"", ""raw_affiliation_strings"": [""Delft University of Technology,,,,,""], ""raw_orcid"": ""https://orcid.org/0000-0002-3620-5986"", ""affiliations"": [{""raw_affiliation_string"": ""Delft University of Technology,,,,,"", ""institution_ids"": [""https://openalex.org/I98358874""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5039878081"", ""display_name"": ""Léon Rothkrantz"", ""orcid"": ""https://orcid.org/0000-0001-9821-088X""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Léon Rothkrantz"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,AI for the Web - Ontology-Based Community Web Portals.,Steffen Staab; Jürgen Angele; Stefan Decker; Michael Erdmann; Andreas Hotho; Alexander Maedche; Hans-Peter Schnurr; Rudi Studer; York Sure,1034-1039,DBLP_0000158,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2119273446,,AI for the Web - Ontology-Based Community Web Portals,2000-07-30,2000.0,39.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5062807811"", ""display_name"": ""Steffen Staab"", ""orcid"": ""https://orcid.org/0000-0002-0780-4154""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Steffen Staab"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-0780-4154"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5113512815"", ""display_name"": ""Jürgen Angele"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Jürgen Angele"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5071104283"", ""display_name"": ""Stefan Decker"", ""orcid"": ""https://orcid.org/0000-0001-6324-7164""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Stefan Decker"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0001-6324-7164"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5103703859"", ""display_name"": ""Michael Erdmann"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Michael Erdmann"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5054225034"", ""display_name"": ""Andreas Hotho"", ""orcid"": ""https://orcid.org/0000-0002-0483-5772""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Andreas Hotho"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-0483-5772"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5080792995"", ""display_name"": ""Alexander Maedche"", ""orcid"": ""https://orcid.org/0000-0001-6546-4816""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Alexander Maedche"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0001-6546-4816"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5032451725"", ""display_name"": ""Hans-Peter Schnurr"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Hans-Peter Schnurr"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5039385406"", ""display_name"": ""Rudi Studer"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Rudi Studer"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5109044410"", ""display_name"": ""York Sure"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I102335020"", ""display_name"": ""Karlsruhe Institute of Technology"", ""ror"": ""https://ror.org/04t3en479"", ""country_code"": ""DE"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I102335020"", ""https://openalex.org/I1305996414""]}], ""countries"": [""DE""], ""is_corresponding"": false, ""raw_author_name"": ""York Sure"", ""raw_affiliation_strings"": [""Karlsruhe Institute of technology""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Karlsruhe Institute of technology"", ""institution_ids"": [""https://openalex.org/I102335020""]}]}]",
AAAI,2000,Defining and Using Ideal Teammate and Opponent Agent Models.,Peter Stone; Patrick Riley; Manuela M. Veloso,1040-1045,DBLP_0000159,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2107834540,,Defining and Using Ideal Teammate and Opponent Agent Models,2000-07-30,2000.0,46.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5001594330"", ""display_name"": ""Peter Stone"", ""orcid"": ""https://orcid.org/0000-0002-6795-420X""}, ""institutions"": [{""id"": ""https://openalex.org/I1283103587"", ""display_name"": ""AT&T (United States)"", ""ror"": ""https://ror.org/02bbd5539"", ""country_code"": ""US"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I1283103587""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Peter Stone"", ""raw_affiliation_strings"": [""At&T#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""At&T#TAB#"", ""institution_ids"": [""https://openalex.org/I1283103587""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5075031230"", ""display_name"": ""Patrick Riley"", ""orcid"": ""https://orcid.org/0000-0002-4917-5827""}, ""institutions"": [{""id"": ""https://openalex.org/I74973139"", ""display_name"": ""Carnegie Mellon University"", ""ror"": ""https://ror.org/05x2bcf33"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I74973139""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Patrick Riley"", ""raw_affiliation_strings"": [""Carnegie Mellon University""], ""raw_orcid"": ""https://orcid.org/0000-0002-4917-5827"", ""affiliations"": [{""raw_affiliation_string"": ""Carnegie Mellon University"", ""institution_ids"": [""https://openalex.org/I74973139""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5088276691"", ""display_name"": ""Manuela Veloso"", ""orcid"": ""https://orcid.org/0000-0001-6738-238X""}, ""institutions"": [{""id"": ""https://openalex.org/I74973139"", ""display_name"": ""Carnegie Mellon University"", ""ror"": ""https://ror.org/05x2bcf33"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I74973139""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Manuela Veloso"", ""raw_affiliation_strings"": [""Carnegie Mellon University""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Carnegie Mellon University"", ""institution_ids"": [""https://openalex.org/I74973139""]}]}]",
AAAI,2000,Rapid Development of a High Performance Knowledge Base for Course of Action Critiquing.,Gheorghe Tecuci; Mihai Boicu; Dorin Marcu; Michael Bowman; Florin Ciucu; Cristian Levcovici,1046-1053,DBLP_0000160,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2118607177,,Rapid Development of a High Performance Knowledge Base for Course of Action Critiquing,2000-07-30,2000.0,8.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5067046621"", ""display_name"": ""Gheorghe Tecuci"", ""orcid"": ""https://orcid.org/0000-0003-0183-5256""}, ""institutions"": [{""id"": ""https://openalex.org/I162714631"", ""display_name"": ""George Mason University"", ""ror"": ""https://ror.org/02jqj7156"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I162714631""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Gheorghe Tecuci"", ""raw_affiliation_strings"": [""George Mason University""], ""raw_orcid"": ""https://orcid.org/0000-0003-0183-5256"", ""affiliations"": [{""raw_affiliation_string"": ""George Mason University"", ""institution_ids"": [""https://openalex.org/I162714631""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5061698384"", ""display_name"": ""Mihai Boicu"", ""orcid"": ""https://orcid.org/0000-0002-6644-059X""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Mihai Boicu"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5004832857"", ""display_name"": ""Dorin Marcu"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Dorin Marcu"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5017163085"", ""display_name"": ""Michael Bowman"", ""orcid"": ""https://orcid.org/0000-0001-6092-4668""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Michael Bowman"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0001-6092-4668"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5027570526"", ""display_name"": ""Florin Ciucu"", ""orcid"": ""https://orcid.org/0009-0000-7715-6917""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Florin Ciucu"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0009-0000-7715-6917"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5073470030"", ""display_name"": ""Cristian Levcovici"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Cristian Levcovici"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,A Case-Based Reasoning Application for Engineering Sales Support Using Introspective Reasoning.,Ian Watson,1054-1059,DBLP_0000161,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1536393662,,A Case-Based Reasoning Application for Engineering Sales Support Using Introspective Reasoning,2000-07-30,2000.0,12.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5037899534"", ""display_name"": ""Ian Watson"", ""orcid"": ""https://orcid.org/0000-0001-6969-4715""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": true, ""raw_author_name"": ""Ian Watson"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0001-6969-4715"", ""affiliations"": []}]",
AAAI,2000,Identifying Words to Explain to a Reader: A Preliminary Study.,Gregory Aist,1061,DBLP_0000162,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1520633037,,Identifying Words to Explain to a Reader: A Preliminary Study,2000-07-30,2000.0,1.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5111448962"", ""display_name"": ""Gregory Aist"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I74973139"", ""display_name"": ""Carnegie Mellon University"", ""ror"": ""https://ror.org/05x2bcf33"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I74973139""]}], ""countries"": [""US""], ""is_corresponding"": true, ""raw_author_name"": ""Gregory Aist"", ""raw_affiliation_strings"": [""Carnegie Mellon University""], ""affiliations"": [{""raw_affiliation_string"": ""Carnegie Mellon University"", ""institution_ids"": [""https://openalex.org/I74973139""]}]}]",
AAAI,2000,Speculative Execution for Information Agents.,Greg Barish; Craig A. Knoblock; Steven Minton,1062,DBLP_0000163,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1485932738,,Speculative Execution for Information Agents,2000-07-30,2000.0,2.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5015630051"", ""display_name"": ""Greg Barish"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Greg Barish"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5089542402"", ""display_name"": ""Craig A. Knoblock"", ""orcid"": ""https://orcid.org/0000-0002-6371-4807""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Craig A. Knoblock"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-6371-4807"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5045363082"", ""display_name"": ""Steven Minton"", ""orcid"": ""https://orcid.org/0000-0001-8640-2905""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Steven Minton"", ""raw_affiliation_strings"": [""[Information Sciences Institute]""], ""raw_orcid"": ""https://orcid.org/0000-0001-8640-2905"", ""affiliations"": [{""raw_affiliation_string"": ""[Information Sciences Institute]"", ""institution_ids"": []}]}]",
AAAI,2000,Heterogeneous Neuron Models Based on Similarity.,Lluís A. Belanche Muñoz,1063,DBLP_0000164,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W83458473,,Heterogeneous Neuron Models Based on Similarity,2000-07-30,2000.0,1.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5053775669"", ""display_name"": ""Lluís A. Belanche Muñoz"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I9617848"", ""display_name"": ""Universitat Politècnica de Catalunya"", ""ror"": ""https://ror.org/03mb6wj31"", ""country_code"": ""ES"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I9617848""]}], ""countries"": [""ES""], ""is_corresponding"": true, ""raw_author_name"": ""Lluís A. Belanche Muñoz"", ""raw_affiliation_strings"": [""Polytechnic University of Catalonia""], ""affiliations"": [{""raw_affiliation_string"": ""Polytechnic University of Catalonia"", ""institution_ids"": [""https://openalex.org/I9617848""]}]}]",
AAAI,2000,"Mixed-Initiative Reasoning for Integrated Domain Modeling, Learning and Problem Solving.",Mihai Boicu; Gheorghe Tecuci,1064,DBLP_0000165,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2166661601,,"Mixed-Initiative Reasoning for Integrated Domain Modeling, Learning and Problem Solving",2000-01-01,2000.0,0.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5061698384"", ""display_name"": ""Mihai Boicu"", ""orcid"": ""https://orcid.org/0000-0002-6644-059X""}, ""institutions"": [{""id"": ""https://openalex.org/I162714631"", ""display_name"": ""George Mason University"", ""ror"": ""https://ror.org/02jqj7156"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I162714631""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Mihai Boicu"", ""raw_affiliation_strings"": [""#N#George Mason University#N#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""#N#George Mason University#N#"", ""institution_ids"": [""https://openalex.org/I162714631""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5067046621"", ""display_name"": ""Gheorghe Tecuci"", ""orcid"": ""https://orcid.org/0000-0003-0183-5256""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Gheorghe Tecuci"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0003-0183-5256"", ""affiliations"": []}]",
AAAI,2000,A Methodology for Modeling and Representing Expert Knowledge that Supports Teaching-Based Intelligent Agent Development.,Michael Bowman; Gheorghe Tecuci; Mihai Boicu,1065,DBLP_0000166,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2096534485,,A Methodology for Modeling and Representing Expert Knowledge that Supports Teaching-Based Intelligent Agent Development,2000-07-30,2000.0,3.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5017163085"", ""display_name"": ""Michael Bowman"", ""orcid"": ""https://orcid.org/0000-0001-6092-4668""}, ""institutions"": [{""id"": ""https://openalex.org/I162714631"", ""display_name"": ""George Mason University"", ""ror"": ""https://ror.org/02jqj7156"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I162714631""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Michael Bowman"", ""raw_affiliation_strings"": [""George Mason University""], ""raw_orcid"": ""https://orcid.org/0000-0001-6092-4668"", ""affiliations"": [{""raw_affiliation_string"": ""George Mason University"", ""institution_ids"": [""https://openalex.org/I162714631""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5067046621"", ""display_name"": ""Gheorghe Tecuci"", ""orcid"": ""https://orcid.org/0000-0003-0183-5256""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Gheorghe Tecuci"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0003-0183-5256"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5061698384"", ""display_name"": ""Mihai Boicu"", ""orcid"": ""https://orcid.org/0000-0002-6644-059X""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Mihai Boicu"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,Using Anytime Planning for Centralized Coordination of Multiple Robots in Real-Time Dynamic Environments.,Gabriel J. Ferrer; Glenn S. Wasson; James P. Gunderson; Worthy N. Martin,1069,DBLP_0000170,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W249961692,,Using Anytime Planning for Centralized Coordination of Multiple Robots in Real-Time Dynamic Environments,2000-07-30,2000.0,0.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5085367021"", ""display_name"": ""Gabriel J. Ferrer"", ""orcid"": ""https://orcid.org/0009-0001-3175-5604""}, ""institutions"": [{""id"": ""https://openalex.org/I51556381"", ""display_name"": ""University of Virginia"", ""ror"": ""https://ror.org/0153tk833"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I51556381""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Gabriel J. Ferrer"", ""raw_affiliation_strings"": [""University of Virginia'""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""University of Virginia'"", ""institution_ids"": [""https://openalex.org/I51556381""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5010594925"", ""display_name"": ""Glenn Wasson"", ""orcid"": ""https://orcid.org/0000-0002-9019-7577""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Glenn Wasson"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0002-9019-7577"", ""affiliations"": []}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5045245920"", ""display_name"": ""J. P. Gunderson"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""J. P. Gunderson"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5113631123"", ""display_name"": ""Worthy N. Martin"", ""orcid"": null}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Worthy N. Martin"", ""raw_affiliation_strings"": [], ""raw_orcid"": null, ""affiliations"": []}]",
AAAI,2000,MURDOCH: Publish/Subscribe Task Allocation for Heterogeneous Agents.,Brian P. Gerkey; Maja J. Mataric,1070,DBLP_0000171,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2254069073,,MURDOCH: Publish/Subscribe Task Allocation for Heterogeneous Agents,2000-07-30,2000.0,12.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5032146907"", ""display_name"": ""Brian Gerkey"", ""orcid"": ""https://orcid.org/0009-0005-2597-8894""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Brian Gerkey"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0009-0005-2597-8894"", ""affiliations"": []}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5010248533"", ""display_name"": ""Maja J. Matarić"", ""orcid"": ""https://orcid.org/0000-0001-8958-6666""}, ""institutions"": [], ""countries"": [], ""is_corresponding"": false, ""raw_author_name"": ""Maja J. Matarić"", ""raw_affiliation_strings"": [], ""raw_orcid"": ""https://orcid.org/0000-0001-8958-6666"", ""affiliations"": []}]",
AAAI,2000,Domain-Specific Knowledge Acquisition Using WordNet.,Roxana Girju,1071,DBLP_0000172,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W81176530,,Domain-Specific Knowledge Acquisition Using WordNet,2000-07-30,2000.0,1.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5005530678"", ""display_name"": ""Roxana Gîrju"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I178169726"", ""display_name"": ""Southern Methodist University"", ""ror"": ""https://ror.org/042tdr378"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I178169726""]}], ""countries"": [""US""], ""is_corresponding"": true, ""raw_author_name"": ""Roxana Gîrju"", ""raw_affiliation_strings"": [""Southern Methodist University **""], ""affiliations"": [{""raw_affiliation_string"": ""Southern Methodist University **"", ""institution_ids"": [""https://openalex.org/I178169726""]}]}]",
AAAI,2000,Graph Based Concept Learning.,Jesus A. Gonzalez; Lawrence B. Holder; Diane J. Cook,1072,DBLP_0000173,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1536024840,,Graph Based Concept Learning,2000-07-30,2000.0,27.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5081730909"", ""display_name"": ""Jesús A. González"", ""orcid"": ""https://orcid.org/0000-0002-5232-4109""}, ""institutions"": [{""id"": ""https://openalex.org/I189196454"", ""display_name"": ""The University of Texas at Arlington"", ""ror"": ""https://ror.org/019kgqr73"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I189196454""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Jesús A. González"", ""raw_affiliation_strings"": [""University of Texas at Arlington""], ""raw_orcid"": ""https://orcid.org/0000-0002-5232-4109"", ""affiliations"": [{""raw_affiliation_string"": ""University of Texas at Arlington"", ""institution_ids"": [""https://openalex.org/I189196454""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5044712355"", ""display_name"": ""Lawrence B. Holder"", ""orcid"": ""https://orcid.org/0000-0002-6586-3144""}, ""institutions"": [{""id"": ""https://openalex.org/I189196454"", ""display_name"": ""The University of Texas at Arlington"", ""ror"": ""https://ror.org/019kgqr73"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I189196454""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Lawrence B. Holder"", ""raw_affiliation_strings"": [""University of Texas at Arlington""], ""raw_orcid"": ""https://orcid.org/0000-0002-6586-3144"", ""affiliations"": [{""raw_affiliation_string"": ""University of Texas at Arlington"", ""institution_ids"": [""https://openalex.org/I189196454""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5048183050"", ""display_name"": ""Diane J. Cook"", ""orcid"": ""https://orcid.org/0000-0002-4441-7508""}, ""institutions"": [{""id"": ""https://openalex.org/I189196454"", ""display_name"": ""The University of Texas at Arlington"", ""ror"": ""https://ror.org/019kgqr73"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I189196454""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Diane J. Cook"", ""raw_affiliation_strings"": [""University of Texas at Arlington""], ""raw_orcid"": ""https://orcid.org/0000-0002-4441-7508"", ""affiliations"": [{""raw_affiliation_string"": ""University of Texas at Arlington"", ""institution_ids"": [""https://openalex.org/I189196454""]}]}]",
